WELL_LOG_NO,WELL_SCREEN_ID,SCREEN_DIAM,SCREEN_TYPE_CODE,SCREEN_MAT_CODE,SCREEN_SLOT_SIZE,SCREENED_INTERVAL_FROM,SCREENED_INTERVAL_TO,SCREEN_LENGTH
2055645,63806,6.000,MAC,PVC,0.025,107.0,112.0,5.0
974513,63882,4.000,,STA,20.0,71.0,74.0,3.0
974564,63906,0.400,CWW,STA,15.0,88.0,92.0,4.0
974676,63981,4.000,,STA,0.02,135.0,138.0,3.0
974727,64087,4.000,,STA,0.02,106.0,109.0,3.0
974510,64093,6.000,CWW,FIB,0.015,51.0,56.0,5.0
974716,64177,4.000,CWW,STA,20.0,106.0,109.0,3.0
1007897,64190,5.000,,PVC,0.02,164.0,169.0,5.0
974005,64239,6.000,CWW,STA,30.0,170.0,180.0,10.0
2082244,64255,5.000,MAC,PVC,0.02,75.0,80.0,5.0
1021526,64278,4.000,CWW,STA,20.0,88.0,91.0,3.0
2079293,64331,5.000,MAC,PVC,0.02,135.0,140.0,5.0
2072062,64334,5.000,MAC,PVC,0.02,80.0,85.0,5.0
2083411,64452,2.000,MAC,PVC,0.01,3.0,14.0,11.0
2083467,64457,2.000,MAC,PVC,0.01,4.0,16.0,12.0
1020972,64471,6.000,CWW,STA,15.0,104.0,109.0,5.0
1020969,64472,6.000,CWW,STA,15.0,70.0,75.0,5.0
974464,64556,4.000,,STA,0.015,137.0,141.0,4.0
974542,64596,6.000,CWW,STA,0.02,97.0,100.0,3.0
2049024,64686,5.000,MAC,PVC,0.02,140.0,145.0,5.0
974605,64727,6.000,,STA,0.015,97.0,102.0,5.0
2052692,64921,6.000,MAC,PVC,0.025,116.0,121.0,5.0
2052693,64922,6.000,MAC,PVC,0.025,134.0,139.0,5.0
974611,65021,6.000,,STA,0.02,72.0,77.0,5.0
1021577,65066,4.000,CWW,STA,15.0,128.0,132.0,4.0
2062287,65088,6.000,MAC,PVC,0.05,125.0,130.0,5.0
1020982,65193,6.000,CWW,STA,20.0,75.0,80.0,5.0
1020992,65213,4.000,CWW,STA,20.0,196.0,199.0,3.0
1020994,65214,4.000,CWW,STA,20.0,60.0,63.0,3.0
1020942,65220,6.000,CWW,STA,20.0,73.0,78.0,5.0
974820,65225,4.000,CWW,STA,0.02,59.0,63.0,4.0
2085090,65333,5.000,MAC,PVC,0.02,80.0,85.0,5.0
1020993,65363,4.000,CWW,STA,15.0,205.0,209.0,4.0
2081723,65386,6.000,MAC,PVC,0.025,71.0,76.0,5.0
1021001,65393,4.000,MAC,STA,20.0,175.0,178.0,3.0
1021003,65395,6.000,CWW,STA,20.0,172.0,177.0,5.0
2070083,65422,2.000,MAC,PVC,0.01,5.0,15.0,10.0
1020949,65467,4.000,CWW,STA,15.0,112.0,116.0,4.0
1020997,65509,4.000,CWW,STA,20.0,76.0,79.0,3.0
1020998,65510,4.000,CWW,STA,15.0,179.0,183.0,4.0
1021530,65604,6.000,CWW,STA,20.0,104.0,109.0,5.0
1020977,65619,4.000,CWW,STA,20.0,97.0,100.0,3.0
1020978,65620,4.000,CWW,STA,20.0,167.0,170.0,3.0
974667,65736,4.000,CWW,STA,0.02,166.0,169.0,3.0
974694,65853,4.000,CWW,STA,0.02,96.0,99.0,3.0
2062289,66031,6.000,MAC,PVC,0.05,107.0,120.0,13.0
2061106,66062,5.000,MAC,PVC,10.0,100.0,105.0,105.0
974726,66096,6.000,,STA,0.02,65.0,70.0,5.0
974737,66115,6.000,CWW,STA,0.015,118.0,123.0,5.0
2064079,66137,2.000,MAC,PVC,0.01,10.0,16.0,6.0
2064082,66138,2.000,MAC,PVC,0.01,5.0,15.0,10.0
2071147,66383,5.000,MAC,PVC,0.02,105.0,110.0,5.0
1020987,66401,4.000,CWW,STA,20.0,127.0,130.0,3.0
1020988,66402,4.000,CWW,STA,20.0,91.0,94.0,3.0
1020989,66403,4.000,CWW,STA,20.0,61.0,65.0,4.0
1020985,66404,5.000,CWW,STA,20.0,205.0,215.0,10.0
974809,66457,4.000,CWW,STA,0.02,165.0,168.0,3.0
974810,66460,6.000,CWW,STA,0.02,73.0,81.0,8.0
974806,66461,4.000,CWW,STA,0.02,115.0,119.0,4.0
1021998,66474,4.000,CWW,STA,20.0,105.0,108.0,3.0
1021999,66475,4.000,CWW,STA,20.0,136.0,140.0,4.0
1021997,66476,4.000,CWW,STA,20.0,104.0,107.0,3.0
2084120,66488,6.000,MAC,PVC,0.025,80.0,85.0,5.0
2076290,66529,6.000,MAC,PVC,0.05,96.0,103.0,7.0
2085952,66540,4.000,CWW,STA,0.04,122.0,125.0,3.0
1021496,66678,4.000,CWW,STA,20.0,69.0,72.0,3.0
974678,66949,4.000,,STA,0.02,127.0,130.0,3.0
974692,66950,4.000,,STA,0.02,163.0,166.0,3.0
974686,66952,6.000,,STA,0.015,85.0,93.0,8.0
974688,66953,4.000,,STA,0.02,114.0,117.0,3.0
974683,66958,6.000,,STA,0.015,85.0,90.0,5.0
974684,66959,6.000,,STA,0.015,109.0,114.0,5.0
974674,66993,6.000,,STA,0.02,271.0,274.0,3.0
974675,66994,4.000,,STA,0.02,119.0,122.0,3.0
2063032,67074,5.000,CWW,STA,0.015,76.0,81.0,5.0
974670,67259,4.000,,STA,0.02,118.0,121.0,3.0
974671,67272,6.000,,STA,0.015,103.0,108.0,5.0
974669,67273,4.000,,STA,0.015,106.0,110.0,4.0
974664,67274,6.000,,STA,0.02,147.0,152.0,5.0
2075623,67399,6.000,MAC,PVC,0.05,98.0,108.0,10.0
1020995,67430,6.000,CWW,STA,15.0,96.0,101.0,5.0
1020991,67431,4.000,CWW,STA,20.0,187.0,190.0,3.0
2081570,67446,2.000,MAC,PVC,0.01,1.0,12.0,11.0
2083950,67513,10.000,CWW,STA,0.05,220.0,240.0,20.0
2069237,67554,2.000,MAC,PVC,0.01,1.0,13.0,12.0
1021972,67568,4.000,CWW,STA,20.0,117.0,120.0,3.0
2076274,67637,5.000,CWW,STA,0.015,103.0,108.0,5.0
2067329,67754,6.000,MAC,PVC,0.025,122.0,127.0,5.0
974644,67801,4.000,,STA,0.02,112.0,115.0,3.0
974663,67868,4.000,,STA,0.02,209.0,213.0,4.0
974666,67869,4.000,,STA,0.02,105.0,108.0,3.0
974738,67885,4.000,CWW,STA,0.02,184.0,187.0,3.0
974759,67888,4.000,CWW,STA,0.02,74.0,77.0,3.0
974758,67982,6.000,CWW,STA,0.015,86.0,91.0,5.0
2060512,68010,6.000,MAC,PVC,0.025,121.0,126.0,5.0
974724,68095,4.000,,STA,0.015,143.0,147.0,4.0
974723,68096,6.000,,STA,0.015,88.0,93.0,5.0
974752,68135,6.000,CWW,STA,0.02,99.0,109.0,10.0
974750,68149,4.000,CWW,STA,0.05,78.0,82.0,4.0
974740,68150,6.000,CWW,STA,0.015,88.0,93.0,5.0
974659,68182,4.000,,STA,0.02,126.0,129.0,3.0
974660,68188,6.000,,STA,,188.0,198.0,10.0
974665,68189,4.000,,STA,0.02,105.0,108.0,3.0
1021982,68325,4.000,CWW,STA,15.0,180.0,184.0,4.0
1021981,68351,4.000,CWW,STA,20.0,187.0,190.0,3.0
2084939,68369,5.000,CWW,STA,0.02,95.0,100.0,5.0
2087772,68408,2.000,MAC,PVC,0.01,6.0,16.0,10.0
2074405,68444,6.000,MAC,PVC,0.5,115.0,125.0,10.0
1021015,68467,4.000,CWW,STA,20.0,151.0,154.0,3.0
1021017,68469,6.000,CWW,STA,15.0,165.0,170.0,5.0
1021486,68605,6.000,CWW,STA,20.0,103.0,108.0,5.0
1021984,68617,20.000,CWW,STA,20.0,79.0,83.0,4.0
1021987,68618,4.000,CWW,STA,20.0,112.0,116.0,4.0
1021991,68619,4.000,CWW,STA,20.0,147.0,150.0,3.0
1021989,68620,4.000,CWW,STA,15.0,71.0,75.0,4.0
1021986,68621,4.000,CWW,STA,20.0,117.0,120.0,4.0
2070082,68689,2.000,MAC,PVC,0.01,5.0,20.0,15.0
2070085,68690,2.000,MAC,PVC,0.01,3.7,13.7,10.0
974799,68805,4.000,CWW,STA,0.02,67.0,70.0,3.0
2076010,68814,6.000,MAC,PVC,0.025,104.0,109.0,5.0
974729,69033,4.000,,STA,0.02,77.0,80.0,3.0
974768,69082,4.000,CWW,STA,0.02,89.0,92.0,3.0
974766,69084,4.000,CWW,STA,0.02,67.0,70.0,3.0
974742,69088,4.000,CWW,STA,20.0,173.0,176.0,3.0
2064570,69094,6.000,MAC,PVC,0.025,79.0,84.0,5.0
2063620,69152,5.000,MAC,PVC,0.02,65.0,70.0,5.0
974741,69167,4.000,CWW,STA,20.0,97.0,100.0,3.0
974649,69218,4.000,,STA,0.02,149.0,153.0,4.0
974646,69219,6.000,,STA,0.015,132.0,137.0,5.0
974647,69220,4.000,,STA,0.02,99.0,102.0,3.0
974648,69221,6.000,,STA,0.02,152.0,157.0,5.0
974731,69258,6.000,CWW,STA,0.015,65.0,70.0,5.0
974712,69264,4.000,,STA,0.02,151.0,154.0,3.0
974695,69349,4.000,,STA,0.02,143.0,147.0,4.0
974685,69350,6.000,,STA,0.015,141.0,144.0,3.0
2086219,69453,2.000,MAC,PVC,0.01,2.0,12.0,10.0
1021993,69506,6.000,CWW,STA,15.0,163.0,168.0,5.0
2087525,69507,5.000,CWW,STA,0.02,143.0,148.0,5.0
2087527,69508,5.000,MAC,PVC,0.02,92.0,97.0,5.0
2069236,69513,2.000,MAC,PVC,0.01,1.0,13.0,12.0
2085953,69628,4.000,CWW,STA,0.05,109.0,112.0,3.0
2087685,69638,5.000,MAC,PVC,0.02,102.0,107.0,5.0
1021016,69740,4.000,CWW,STA,20.0,159.0,162.0,3.0
974657,69830,4.000,,STA,0.02,62.0,65.0,3.0
974749,69832,6.000,,STA,0.015,154.0,159.0,5.0
2064077,69868,2.000,MAC,PVC,0.01,3.0,16.0,13.0
974710,69921,6.000,CWW,STA,0.015,134.0,139.0,5.0
974709,69922,6.000,,STA,0.015,134.0,139.0,5.0
974650,69923,4.000,,STA,0.02,167.0,170.0,3.0
974719,69947,6.000,,STA,0.015,105.0,108.0,3.0
974682,70018,4.000,,STA,0.02,76.0,79.0,3.0
1021539,70191,6.000,CWW,PVC,15.0,218.0,226.0,8.0
974790,70356,6.000,CWW,STA,0.015,86.0,91.0,5.0
2064829,70447,6.000,MAC,PVC,0.025,125.0,130.0,5.0
973989,70476,,,,,119.0,134.0,15.0
974802,70537,4.000,CWW,STA,0.02,180.0,183.0,3.0
1020947,70615,4.000,CWW,STA,20.0,61.0,64.0,3.0
2065965,70781,5.000,CWW,PVC,0.02,35.0,40.0,5.0
2088965,70801,4.000,CWW,STA,0.04,144.0,140.0,3.0
1022029,70806,4.000,CWW,STA,20.0,230.0,233.0,3.0
1022025,70807,5.000,CWW,STA,15.0,71.0,76.0,6.0
1022022,70808,4.000,CWW,STA,15.0,124.0,128.0,4.0
1022016,70819,4.000,CWW,STA,20.0,157.0,161.0,4.0
2090839,70820,2.000,MAC,PVC,0.01,3.0,13.0,10.0
1022017,70823,4.000,CWW,STA,20.0,176.0,179.0,3.0
1022026,70838,4.000,CWW,STA,20.0,,,4.0
1022024,70839,4.000,CWW,STA,20.0,74.0,77.0,3.0
2089840,70844,2.000,MAC,PVC,0.01,2.0,20.0,18.0
897870,70888,,,,0.015,73.0,78.0,5.0
865131,70889,,,,0.02,69.0,73.0,4.0
873181,70891,,,,0.02,85.0,88.0,3.0
910550,70926,,,,0.01,46.0,50.0,4.0
865106,70928,,,,0.02,87.0,91.0,4.0
868453,70929,,,,0.02,70.0,74.0,4.0
873159,70947,,,,0.02,178.0,182.0,4.0
2083412,71145,2.000,MAC,PVC,0.01,6.0,16.0,10.0
2083463,71146,2.000,MAC,PVC,0.01,4.0,16.0,12.0
2075954,71151,2.000,MAC,PVC,0.01,15.0,25.0,10.0
2075956,71152,2.000,MAC,PVC,0.01,17.0,27.0,10.0
2075957,71153,2.000,MAC,PVC,0.01,22.0,27.0,5.0
1021008,71273,4.000,CWW,STA,20.0,209.0,212.0,3.0
1021007,71274,4.000,CWW,STA,20.0,129.0,132.0,3.0
974843,71279,4.000,CWW,STA,0.02,132.0,136.0,4.0
974840,71280,4.000,CWW,STA,0.02,120.0,123.0,3.0
2068892,71422,2.000,MAC,PVC,0.01,5.0,16.0,10.0
1022034,71587,6.000,CWW,STA,30.0,62.0,67.0,5.0
1022035,71588,6.000,CWW,STA,20.0,59.0,67.0,8.0
1022019,71671,6.000,CWW,STA,15.0,,,5.0
2088057,71759,6.000,MAC,PVC,0.025,159.0,164.0,5.0
1022042,71773,4.000,CWW,STA,20.0,106.0,109.0,3.0
1022013,71809,6.000,CWW,STA,20.0,212.0,217.0,5.0
873722,71884,,,,0.01,46.0,54.0,8.0
910194,71889,,,,0.02,105.0,109.0,4.0
1022027,71921,4.000,CWW,STA,20.0,89.0,92.0,3.0
1022028,71922,4.000,CWW,STA,20.0,102.0,105.0,3.0
892007,71933,,,,0.015,58.0,62.0,4.0
964480,71954,,,,0.01,87.0,90.0,3.0
2090239,71965,6.000,MAC,PVC,0.05,92.0,100.0,8.0
2080340,72040,2.000,MAC,PVC,0.01,1.0,6.0,5.0
2080341,72041,2.000,MAC,PVC,0.01,2.0,9.0,7.0
1021519,72362,4.000,CWW,STA,20.0,107.0,110.0,3.0
1021525,72364,15.000,CWW,STA,5.0,90.0,95.0,5.0
1021523,72365,4.000,CWW,STA,20.0,65.0,68.0,3.0
1021520,72366,6.000,CWW,STA,20.0,,,5.0
1021522,72367,6.000,CWW,STA,20.0,90.0,95.0,5.0
2090843,72532,2.000,MAC,PVC,0.01,2.0,12.0,10.0
2088995,72546,3.000,CWW,STA,0.04,154.0,151.0,3.0
1022012,72556,6.000,CWW,STA,20.0,228.0,233.0,5.0
1022014,72557,6.000,CWW,STA,20.0,145.0,150.0,5.0
958193,72884,,,,,34.0,42.0,8.0
973701,72885,,,,,75.0,78.0,3.0
973742,72948,,,,,71.0,74.0,
973736,72949,,,,,82.0,87.0,5.0
973741,72951,,,,,99.0,103.0,4.0
973725,72952,,,,,175.0,179.0,4.0
973743,72953,,,,,111.0,116.0,5.0
973724,72968,,,,,122.0,125.0,3.0
973718,72969,4.000,CWW,STA,0.02,70.0,75.0,5.0
973719,72970,,,,,163.0,167.0,4.0
967743,72971,,,,0.035,42.0,45.0,4.0
973678,73161,,,,0.02,68.0,71.0,3.0
953388,73386,,,,0.018,75.0,80.0,5.0
958195,73387,,,,0.012,82.0,90.0,8.0
973676,73407,,,,0.02,69.0,72.0,3.0
2001696,73781,1.000,PER,PVC,0.01,7.0,17.0,10.0
958185,73792,,,,0.012,89.0,94.0,5.0
973950,73985,,,,0.2,198.0,202.0,4.0
973951,73989,,,,,142.0,146.0,4.0
973949,74001,,,,,138.0,143.0,10.0
958203,74122,5.000,MAC,PVC,0.2,50.0,65.0,5.0
2005039,74332,6.000,MAC,PVC,0.025,119.0,124.0,5.0
973696,75007,,,,,131.0,134.0,3.0
973699,75008,,,,,93.0,97.0,4.0
973694,75009,,,,,183.0,186.0,
973691,75267,,,,,167.0,170.0,3.0
958183,75338,,,,,48.0,53.0,5.0
958184,75339,5.000,MAC,PVC,0.012,68.0,72.0,4.0
973708,75565,,,,,178.0,181.0,
973711,75566,,,,,135.0,138.0,3.0
958187,75728,,,,,50.0,54.0,4.0
973964,75801,,,,,97.0,100.0,3.0
973963,75802,,,,,92.0,95.0,3.0
967739,75967,,,,0.025,65.0,69.0,4.0
973956,75981,,,,,176.0,179.0,3.0
967734,76030,4.000,LOU,STA,0.025,52.0,56.0,4.0
973946,76121,,,,0.2,102.0,105.0,3.0
973957,76155,,,,,62.0,66.0,4.0
973955,76156,,,,,110.0,115.0,5.0
958212,76384,,,,,60.0,65.0,5.0
973947,76398,,,,,91.0,95.0,4.0
958213,76399,,,,,50.0,60.0,5.0
958206,76400,,,,0.3,60.0,65.0,5.0
973920,76423,,,,,100.0,103.0,3.0
1022220,76588,4.000,CWW,STA,0.02,104.0,108.0,4.0
1022221,76619,4.000,CWW,STA,20.0,130.0,134.0,4.0
1022218,76626,4.000,CWW,STA,15.0,169.0,173.0,4.0
3000346,76714,4.000,CWW,STA,20.0,80.0,83.0,3.0
3000426,76744,12.000,CWW,STA,25.0,96.0,106.0,10.0
3000426,76745,12.000,CWW,STA,30.0,106.0,126.0,20.0
3000474,76762,4.000,CWW,STA,20.0,179.0,182.0,3.0
3000477,76768,4.000,CWW,STA,20.0,90.0,93.0,3.0
1022226,76786,4.000,CWW,STA,20.0,92.0,96.0,3.0
1022225,76789,4.000,CWW,STA,20.0,92.0,96.0,4.0
3000574,76816,4.000,CWW,STA,20.0,105.0,108.0,3.0
3000735,76866,4.000,CWW,STA,20.0,92.0,95.0,3.0
3000929,76942,4.000,CWW,STA,20.0,165.0,168.0,3.0
3000931,76943,6.000,CWW,STA,15.0,179.0,184.0,5.0
3000986,76966,6.000,MAC,PVC,0.025,79.0,84.0,5.0
3001068,76998,4.000,CWW,STA,20.0,72.0,75.0,3.0
3001124,77031,6.000,CWW,STA,20.0,205.0,210.0,5.0
3001180,77055,4.000,CWW,STA,20.0,81.0,84.0,3.0
3001267,77108,5.000,CWW,STA,0.05,148.0,151.0,3.0
3001277,77112,4.000,CWW,STA,0.05,149.0,154.0,3.0
3001279,77114,4.000,CWW,STA,0.05,118.0,121.0,3.0
620972,77118,4.000,CWW,STA,0.02,74.0,77.0,3.0
3001291,77119,4.000,CWW,STA,0.05,138.0,141.0,3.0
723227,77136,4.000,CWW,STA,0.02,129.0,132.0,3.0
740651,77139,4.000,CWW,STA,0.015,96.0,100.0,4.0
740651,77140,4.000,CWW,STA,0.015,96.0,100.0,4.0
3001366,77145,2.000,MAC,PVC,0.01,6.0,16.0,10.0
3001367,77146,2.000,MAC,PVC,0.01,6.0,16.0,10.0
3001368,77147,2.000,MAC,PVC,0.01,6.0,16.0,10.0
3001370,77149,2.000,MAC,PVC,0.01,6.0,16.0,10.0
3001371,77150,2.000,MAC,PVC,0.01,6.0,16.0,10.0
3001372,77151,2.000,MAC,PVC,0.01,6.0,16.0,10.0
3001373,77152,2.000,MAC,PVC,0.01,3.5,13.5,10.0
9986018,77180,1.000,CWW,STA,0.025,158.0,168.0,1.0
863549,77182,4.000,CWW,STA,0.02,137.0,140.0,3.0
3001424,77184,2.000,MAC,PVC,0.01,4.0,14.0,10.0
3001428,77187,2.000,MAC,PVC,0.01,4.0,14.0,10.0
3001429,77189,2.000,MAC,PVC,0.01,4.0,14.0,10.0
689643,77200,4.000,CWW,STA,0.02,102.0,105.0,3.0
795428,77203,6.000,CWW,STA,0.015,70.0,74.0,3.0
809590,77206,4.000,CWW,STA,0.02,150.0,153.0,3.0
800078,77212,4.000,CWW,STA,0.02,67.0,70.0,3.0
684646,77275,4.000,CWW,STA,0.02,118.0,121.0,3.0
782135,77284,4.000,CWW,STA,0.02,52.0,55.0,3.0
712321,77285,5.000,PRE,PVC,0.02,86.0,90.0,4.0
712321,77286,5.000,PRE,PVC,0.02,86.0,90.0,4.0
865109,77287,5.000,CWW,PVC,0.02,76.0,80.0,4.0
865109,77288,5.000,CWW,PVC,0.02,76.0,80.0,4.0
712322,77290,5.000,PRE,PVC,0.02,92.0,96.0,4.0
800081,77291,4.000,CWW,STA,0.202,74.0,77.0,3.0
3001744,77374,4.000,CWW,STA,20.0,215.0,218.0,3.0
3001882,77440,4.000,CWW,STA,20.0,67.0,70.0,3.0
3001882,77441,4.000,CWW,STA,20.0,67.0,70.0,3.0
3001993,77513,4.000,CWW,STA,20.0,67.0,70.0,3.0
3002042,77544,4.000,CWW,STA,20.0,157.0,160.0,3.0
3002101,77571,4.000,CWW,STA,20.0,80.0,83.0,3.0
3002251,77628,6.000,CWW,STA,20.0,60.0,65.0,5.0
3002276,77645,4.000,CWW,STA,20.0,57.0,61.0,4.0
3002440,77737,4.000,CWW,STA,20.0,147.0,151.0,4.0
3002778,77931,10.000,MAC,PVC,0.05,51.0,60.0,9.0
3002778,77932,10.000,MAC,PVC,0.05,107.0,110.0,3.0
3002779,77933,16.000,MAC,PVC,0.05,105.0,115.0,10.0
820554,77948,4.000,CWW,STA,0.02,119.0,122.0,3.0
809555,77950,4.000,CWW,STA,0.02,134.0,138.0,4.0
833754,77951,4.000,CWW,STA,0.02,132.0,135.0,3.0
809624,77952,4.000,CWW,STA,0.02,130.0,133.0,3.0
795431,77953,6.000,CWW,STA,0.02,165.0,170.0,5.0
795439,77954,6.000,CWW,STA,0.015,169.0,174.0,5.0
3003014,78058,2.000,MAC,PVC,0.01,6.0,16.0,10.0
3003015,78059,2.000,MAC,PVC,0.01,6.0,16.0,10.0
3003092,78091,6.000,CWW,STA,20.0,94.0,99.0,5.0
9986076,78225,12.000,CWW,STA,0.01,102.0,122.0,20.0
9986078,78226,10.000,CWW,STA,0.01,110.0,120.0,10.0
9986077,78227,8.000,CWW,STA,0.01,62.0,112.0,50.0
3003440,78284,4.000,CWW,STA,20.0,99.0,102.0,3.0
3003443,78296,4.000,CWW,STA,0.05,94.0,97.0,3.0
3003868,78519,6.000,CWW,STA,15.0,117.0,122.0,5.0
3003914,78544,6.000,CWW,STA,15.0,120.0,125.0,5.0
3004648,78873,6.000,CWW,STA,20.0,124.0,129.0,5.0
3004819,78965,4.000,CWW,STA,20.0,92.0,96.0,4.0
3005071,79134,4.000,CWW,STA,20.0,140.0,143.0,3.0
3005072,79135,4.000,CWW,STA,20.0,102.0,106.0,4.0
3005074,79136,4.000,CWW,STA,20.0,211.0,214.0,3.0
3005084,79142,4.000,CWW,STA,20.0,75.0,78.0,3.0
3005124,79156,4.000,CWW,STA,20.0,106.0,109.0,3.0
3005186,79210,4.000,CWW,STA,20.0,144.0,147.0,3.0
3005190,79218,6.000,CWW,STA,15.0,65.0,70.0,5.0
3005483,79454,4.000,CWW,STA,20.0,93.0,96.0,3.0
809631,79500,4.000,CWW,STA,0.02,69.0,72.0,3.0
855539,79501,4.000,CWW,PVC,0.25,50.0,59.0,8.0
702976,79615,10.750,CWW,STA,0.03,136.0,156.0,20.0
3005778,79664,4.000,CWW,STA,20.0,106.0,110.0,4.0
267204,79672,4.000,CWW,STA,0.999,167.0,170.0,3.0
3005800,79728,4.000,CWW,STA,20.0,128.0,131.0,3.0
3005800,79729,4.000,CWW,STA,20.0,128.0,131.0,3.0
3005873,79794,4.000,CWW,PVC,20.0,82.0,85.0,3.0
3005903,79810,4.000,CWW,STA,20.0,123.0,127.0,4.0
3005802,79873,3.000,PER,GAL,20.0,94.0,97.0,3.0
3005967,79881,4.000,CWW,STA,20.0,129.0,132.0,3.0
3006025,79911,6.000,CWW,STA,20.0,106.0,111.0,5.0
3006190,79993,4.000,CWW,STA,20.0,178.0,181.0,3.0
729690,80207,4.000,CWW,STA,0.015,110.0,114.0,4.0
723214,80212,6.000,CWW,STA,0.02,131.0,136.0,5.0
3006546,80234,6.000,CWW,STA,15.0,95.0,100.0,5.0
3007057,80557,2.000,MAC,PVC,0.01,6.0,16.0,10.0
3007058,80558,2.000,MAC,PVC,0.01,5.0,15.0,10.0
3007058,80559,2.000,MAC,PVC,0.01,5.0,15.0,10.0
3007059,80560,2.000,MAC,PVC,0.01,5.0,15.0,10.0
3007184,80657,6.000,CWW,STA,15.0,80.0,85.0,5.0
