WELL_LOG_NO,WELL_SCREEN_ID,SCREEN_DIAM,SCREEN_TYPE_CODE,SCREEN_MAT_CODE,SCREEN_SLOT_SIZE,SCREENED_INTERVAL_FROM,SCREENED_INTERVAL_TO,SCREEN_LENGTH
3007702,81052,4.000,CWW,STA,20.0,94.0,98.0,4.0
3007729,81065,4.000,CWW,STA,15.0,131.0,135.0,4.0
833710,81091,6.000,CWW,STA,0.015,87.0,92.0,5.0
701382,81092,6.000,CWW,STA,0.02,97.0,107.0,10.0
3007793,81095,4.000,CWW,PVC,20.0,67.0,70.0,3.0
723205,81103,4.000,CWW,STA,0.02,75.0,78.0,3.0
772428,81110,6.000,CWW,STA,0.015,76.0,79.0,3.0
3007927,81159,5.000,CWW,STA,20.0,119.0,124.0,5.0
3007928,81160,4.000,CWW,STA,20.0,96.0,99.0,3.0
3007929,81161,6.000,CWW,STA,20.0,96.0,101.0,5.0
3007980,81183,4.000,CWW,STA,20.0,88.0,91.0,3.0
3008935,82055,4.000,CWW,STA,20.0,137.0,140.0,3.0
3008937,82056,4.000,CWW,STA,20.0,145.0,148.0,3.0
3008940,82058,4.000,CWW,STA,20.0,151.0,154.0,3.0
3008942,82059,6.000,CWW,STA,15.0,172.0,177.0,5.0
3008993,82132,10.000,CWW,STA,0.06,77.0,87.0,10.0
3009330,82311,5.000,CWW,STA,0.02,77.0,80.0,3.0
3009337,82313,5.000,CWW,STA,0.01,112.0,117.0,15.0
3009375,82322,6.000,CWW,STA,15.0,88.0,96.0,8.0
3009549,82405,6.000,CWW,STA,20.0,103.0,108.0,5.0
3009624,82463,4.000,CWW,STA,20.0,94.0,97.0,3.0
3009663,82486,4.000,CWW,STA,2.0,99.0,102.0,3.0
3009724,82527,4.000,CWW,STA,20.0,69.0,72.0,3.0
833709,82602,6.000,CWW,STA,0.015,140.0,150.0,10.0
768227,82603,5.000,CWW,STA,0.015,142.0,147.0,5.0
685254,82604,4.000,CWW,STA,0.02,91.0,94.0,3.0
3010280,82861,4.000,CWW,STA,20.0,73.0,77.0,4.0
3010513,82977,6.000,CWW,STA,20.0,162.0,167.0,5.0
3010593,83028,6.000,CWW,STA,20.0,106.0,111.0,5.0
3010731,83097,4.000,CWW,STA,20.0,118.0,121.0,3.0
3010734,83100,6.000,CWW,STA,15.0,117.0,122.0,5.0
3010787,83126,4.000,CWW,STA,20.0,113.0,116.0,3.0
3011033,83255,6.000,CWW,STA,20.0,163.0,173.0,10.0
3011182,83331,2.000,MAC,PVC,0.01,1.0,6.0,5.0
3011183,83332,2.000,MAC,PVC,0.01,1.0,6.0,5.0
3011278,83378,2.000,MAC,PVC,0.01,5.0,15.0,10.0
3011279,83379,2.000,MAC,PVC,0.01,5.0,15.0,10.0
3011281,83380,2.000,MAC,PVC,0.01,5.0,15.0,10.0
3011363,83424,6.000,CWW,STA,20.0,101.0,106.0,5.0
3011419,83454,6.000,CWW,STA,20.0,130.0,135.0,5.0
3011453,83466,6.000,CWW,STA,20.0,97.0,102.0,5.0
3011489,83474,4.000,CWW,STA,20.0,107.0,110.0,3.0
3011740,83654,4.000,CWW,STA,20.0,90.0,94.0,4.0
3011785,83680,4.000,CWW,STA,20.0,58.0,61.0,3.0
3011787,83682,4.000,CWW,STA,20.0,205.0,208.0,3.0
3011789,83685,6.000,CWW,STA,15.0,121.0,126.0,5.0
3011809,83696,4.000,CWW,STA,20.0,125.0,128.0,3.0
3011932,83780,5.000,CWW,STA,0.02,65.0,68.0,3.0
3011933,83783,5.000,CWW,STA,0.02,77.0,80.0,3.0
3011934,83785,5.000,CWW,STA,0.02,119.0,122.0,3.0
3012508,84086,5.000,CWW,STA,0.02,53.0,56.0,3.0
3012692,84173,6.000,CWW,STA,15.0,166.0,171.0,5.0
3013052,84535,4.000,CWW,STA,20.0,178.0,182.0,4.0
3013133,84619,5.000,CWW,STA,15.0,129.0,134.0,5.0
3013337,84740,5.000,CWW,STA,0.015,70.0,74.0,4.0
3013634,84975,4.000,CWW,STA,20.0,225.0,229.0,4.0
3013661,85000,6.000,MAC,PVC,0.025,72.0,77.0,5.0
3013705,85024,6.000,CWW,STA,15.0,84.0,89.0,5.0
3013765,85061,4.000,CWW,STA,20.0,179.0,183.0,4.0
3013929,85156,4.000,CWW,STA,20.0,59.0,63.0,4.0
3014008,85208,5.000,CWW,STA,0.02,85.0,88.0,3.0
3014104,85263,4.000,CWW,STA,15.0,101.0,105.0,4.0
351592,85566,10.000,CWW,STA,0.015,65.0,85.0,20.0
974108,85590,4.000,CWW,STA,0.015,121.0,125.0,4.0
351593,85591,10.000,CWW,STA,0.04,61.0,83.0,22.0
772407,85593,4.000,CWW,STA,0.02,98.0,101.0,3.0
401604,85595,4.000,CWW,STA,0.015,51.0,53.0,2.0
802479,85596,5.000,CWW,PVC,0.02,72.0,77.0,4.0
740647,85597,4.000,CWW,STA,0.02,160.0,163.0,3.0
833778,85598,4.000,CWW,STA,0.02,111.0,114.0,3.0
820560,85599,4.000,CWW,STA,0.015,56.0,60.0,4.0
795434,85600,4.000,CWW,STA,0.02,75.0,78.0,3.0
716172,85601,4.000,CWW,STA,0.02,52.0,55.0,3.0
782165,85602,4.000,CWW,STA,0.02,67.0,70.0,3.0
697469,85603,4.000,CWW,STA,0.02,66.0,69.0,3.0
863557,85604,4.000,CWW,STA,0.02,60.0,63.0,4.0
845695,85605,4.000,CWW,STA,0.02,91.0,94.0,3.0
723236,85606,4.000,CWW,STA,0.02,73.0,76.0,3.0
974056,85607,4.000,CWW,STA,0.015,90.0,94.0,4.0
855546,85608,5.000,CWW,PVC,0.02,100.0,104.0,4.0
740665,85609,4.000,CWW,STA,0.02,75.0,78.0,3.0
698816,85610,5.000,CWW,PVC,0.025,76.0,80.0,4.0
611864,85611,4.000,CWW,STA,0.0,76.0,80.0,4.0
698817,85612,5.000,CWW,PVC,0.03,74.0,78.0,4.0
701417,85613,4.000,CWW,STA,0.02,61.0,64.0,3.0
837664,85614,5.000,CWW,PVC,0.02,82.0,86.0,4.0
716166,85615,4.000,CWW,STA,0.02,56.0,59.0,3.0
759306,85624,4.000,CWW,STA,0.02,104.0,107.0,3.0
809580,85625,4.000,CWW,STA,0.02,168.0,171.0,3.0
740626,85627,4.000,CWW,STA,0.02,54.0,57.0,3.0
973684,85628,4.000,CWW,STA,0.02,67.0,70.0,3.0
973690,85629,4.000,CWW,STA,0.02,98.0,101.0,3.0
685258,85630,4.000,CWW,STA,0.02,82.0,85.0,3.0
762298,85631,4.000,CWW,STA,0.02,62.0,65.0,3.0
855568,85632,5.000,CWW,PVC,0.02,91.0,95.0,4.0
731243,85636,5.000,CWW,PVC,0.02,78.0,82.0,4.0
704509,85637,4.000,LOU,PVC,0.035,51.0,55.0,4.0
837661,85638,5.000,CWW,PVC,0.02,53.0,58.0,4.0
855569,85639,5.000,CWW,PVC,0.02,46.0,50.0,4.0
695058,85640,3.000,CWW,STA,0.025,80.0,84.0,4.0
863540,85641,4.000,CWW,STA,0.02,91.0,94.0,3.0
723225,85650,4.000,CWW,STA,0.02,188.0,191.0,3.0
845732,85651,4.000,CWW,STA,0.015,89.0,93.0,4.0
268593,85652,4.000,CWW,STA,0.02,36.0,39.0,3.0
826557,85653,4.000,CWW,STA,0.02,126.0,129.0,3.0
268587,85708,4.000,CWW,STA,0.03,93.0,96.0,3.0
747279,85709,4.000,CWW,STA,0.006,47.0,52.0,5.0
697453,85710,4.000,CWW,STA,0.02,123.0,126.0,3.0
768258,85714,4.000,CWW,STA,0.015,90.0,94.0,4.0
762292,85715,5.000,CWW,STA,0.015,168.0,171.0,3.0
229593,85786,4.000,CWW,STA,0.025,101.0,104.0,3.0
845681,85787,4.000,CWW,STA,0.015,112.0,116.0,4.0
863559,85788,4.000,CWW,STA,0.015,185.0,189.0,4.0
723209,85791,4.000,CWW,STA,0.02,53.0,56.0,3.0
723232,85792,4.000,CWW,STA,0.02,53.0,56.0,3.0
852994,85794,4.000,CWW,STA,0.02,89.0,92.0,3.0
863555,85796,6.000,CWW,STA,0.015,55.0,60.0,5.0
768248,85797,5.000,CWW,STA,0.015,60.0,65.0,5.0
308409,85798,4.000,CWW,GAL,0.05,92.0,95.0,3.0
349109,85799,4.000,CWW,STA,0.0,96.0,98.0,2.0
401579,85800,4.000,CWW,STA,0.015,76.0,78.0,2.0
833734,85803,4.000,CWW,STA,0.02,110.0,113.0,3.0
641657,85804,4.000,CWW,STA,0.025,63.0,67.0,4.0
704524,85805,5.000,CWW,PVC,0.03,66.0,71.0,4.0
745113,85806,4.000,CWW,STA,0.02,86.0,89.0,3.0
374123,85808,4.000,CWW,STA,0.0,46.0,48.0,2.0
837635,85809,5.000,CWW,PVC,0.25,74.0,79.0,4.0
974212,85810,6.000,CWW,STA,0.02,114.0,117.0,3.0
845656,85811,4.000,CWW,STA,0.02,121.0,124.0,3.0
731248,85812,5.000,CWW,PVC,0.02,140.0,145.0,4.0
641654,85815,4.000,CWW,STA,0.015,47.0,51.0,4.0
661846,85817,3.000,CWW,STA,0.02,76.0,80.0,4.0
973856,85818,4.000,CWW,STA,0.015,79.0,83.0,4.0
701425,85820,4.000,CWW,STA,0.02,98.0,101.0,3.0
833770,85821,4.000,CWW,STA,0.015,97.0,100.0,3.0
720702,85823,4.000,CWW,STA,0.02,75.0,78.0,3.0
661785,85824,5.000,CWW,STA,0.02,107.0,110.0,3.0
778565,85828,5.000,CWW,PVC,0.02,87.0,91.0,4.0
802491,85829,5.000,CWW,PVC,0.02,65.0,70.0,4.0
837660,85830,5.000,CWW,PVC,0.02,101.0,106.0,4.0
855532,85831,5.000,CWW,PVC,0.02,91.0,95.0,4.0
641695,85832,4.000,CWW,STA,0.025,74.0,78.0,4.0
778569,85833,5.000,CWW,PVC,0.02,86.0,90.0,4.0
837648,85834,5.000,CWW,PVC,0.02,133.0,138.0,4.0
740645,85835,4.000,CWW,STA,0.02,105.0,108.0,3.0
756551,85836,4.000,CWW,PVC,0.025,62.0,66.0,4.0
745109,85846,4.000,CWW,STA,0.02,91.0,94.0,3.0
826563,85849,4.000,CWW,STA,0.02,89.0,92.0,3.0
837643,85850,5.000,CWW,STA,0.02,95.0,99.0,4.0
855537,85851,5.000,CWW,PVC,0.02,36.0,40.0,4.0
808626,85853,4.000,CWW,STA,0.02,66.0,70.0,4.0
762293,85854,4.000,CWW,STA,0.02,64.0,67.0,3.0
180349,85856,4.000,CWW,STA,0.025,92.0,95.0,3.0
641511,85857,4.000,CWW,STA,0.035,82.0,86.0,4.0
802490,85858,5.000,CWW,PVC,0.02,62.0,68.0,6.0
813443,85859,5.000,CWW,PVC,0.02,90.0,94.0,4.0
855530,85860,5.000,CWW,PVC,0.02,58.0,63.0,4.0
659312,85862,2.000,CWW,STA,0.0,69.0,72.0,3.0
974241,85865,6.000,CWW,STA,0.02,115.0,125.0,10.0
826504,85880,4.000,CWW,STA,0.02,115.0,118.0,3.0
687315,85882,6.000,CWW,STA,0.02,67.0,72.0,5.0
267421,85888,4.000,MAC,STA,0.025,104.0,107.0,3.0
756555,85889,5.000,MAC,PVC,0.2,100.0,110.0,10.0
974117,85890,4.000,CWW,STA,0.015,120.0,124.0,4.0
298406,85893,4.000,CWW,STA,0.0,114.0,117.0,3.0
308407,85894,4.000,CWW,GAL,0.0,135.0,138.0,3.0
839251,85895,5.000,CWW,STA,0.01,98.0,101.0,3.0
808632,85896,4.000,CWW,STA,0.02,111.0,115.0,4.0
374112,85897,4.000,CWW,STA,0.01,115.0,118.0,3.0
840515,85898,4.000,CWW,STA,0.02,104.0,107.0,3.0
788035,85899,3.000,CWW,STA,0.02,48.0,52.0,4.0
813435,85901,5.000,CWW,PVC,0.02,60.0,64.0,4.0
793382,85903,4.000,CWW,STA,0.01,68.0,72.0,4.0
775985,85904,4.000,CWW,STA,0.015,63.0,66.0,3.0
774328,85905,5.000,CWW,PVC,0.02,112.0,115.0,4.0
3014654,85965,4.000,CWW,STA,20.0,165.0,169.0,4.0
3014655,85974,4.000,CWW,STA,0.02,182.0,185.0,3.0
3014777,86110,5.000,CWW,STA,0.02,67.0,70.0,3.0
745123,86264,4.000,CWW,STA,0.02,112.0,115.0,3.0
680516,86265,5.000,CWW,PVC,0.0,122.0,126.0,4.0
863603,86266,4.000,CWW,STA,0.015,96.0,100.0,4.0
809594,86267,4.000,CWW,STA,0.02,105.0,108.0,3.0
734479,86268,4.000,CWW,STA,0.02,182.0,185.0,3.0
974156,86278,6.000,CWW,STA,0.02,110.0,115.0,5.0
356514,86281,4.000,CWW,STA,0.02,86.0,89.0,3.0
974138,86282,12.000,CWW,STA,0.03,190.0,200.0,10.0
768260,86307,4.000,CWW,STA,0.02,103.0,106.0,3.0
367176,86308,4.000,CWW,STA,0.015,74.0,76.0,2.0
388982,86309,6.000,CWW,STA,0.015,129.0,137.0,8.0
845652,86312,4.000,CWW,STA,0.02,134.0,137.0,3.0
768239,86313,4.000,CWW,STA,0.02,117.0,120.0,3.0
401608,86315,4.000,CWW,STA,0.02,89.0,91.0,2.0
695073,86316,5.000,LOU,PVC,0.03,97.0,101.0,4.0
335599,86317,4.000,CWW,STA,0.015,70.0,72.0,2.0
639663,86318,5.000,CWW,PVC,0.0,65.0,70.0,5.0
734467,86319,4.000,CWW,STA,0.02,61.0,64.0,3.0
845651,86320,4.000,CWW,STA,0.015,102.0,106.0,4.0
840557,86327,6.000,CWW,STA,0.015,230.0,233.0,3.0
614769,86328,4.000,CWW,PVC,0.012,102.0,106.0,4.0
813465,86329,5.000,CWW,PVC,0.02,165.0,171.0,4.0
788027,86330,3.000,CWW,STA,0.018,109.0,117.0,8.0
695059,86331,5.000,CWW,STA,0.025,134.0,137.0,3.0
701433,86332,4.000,CWW,STA,0.02,114.0,117.0,3.0
840563,86333,4.000,CWW,STA,0.02,102.0,106.0,4.0
693992,86334,4.000,CWW,STA,0.02,205.0,208.0,3.0
782142,86335,5.000,CWW,STA,0.015,122.0,125.0,3.0
863592,86338,4.000,CWW,STA,0.02,216.0,219.0,3.0
661794,86341,3.000,CWW,STA,0.02,210.0,214.0,4.0
772443,86342,4.000,CWW,STA,0.015,98.0,102.0,4.0
759316,86343,4.000,CWW,STA,0.02,113.0,116.0,3.0
759310,86344,4.000,CWW,STA,0.02,106.0,109.0,3.0
340209,86345,4.000,CWW,STA,0.016,104.0,107.0,3.0
809644,86347,4.000,CWW,STA,0.02,99.0,102.0,3.0
855548,86348,5.000,CWW,PVC,0.02,98.0,102.0,4.0
307953,86349,4.000,CWW,STA,0.016,69.0,72.0,3.0
723246,86350,4.000,CWW,STA,0.02,149.0,152.0,3.0
307952,86351,4.000,CWW,STA,0.015,151.0,155.0,4.0
203573,86353,4.000,CWW,STA,0.02,101.0,104.0,3.0
203572,86354,4.000,CWW,STA,0.03,108.0,111.0,3.0
229566,86356,4.000,CWW,STA,0.016,190.0,193.0,3.0
853037,86359,4.000,CWW,STA,0.02,200.0,203.0,3.0
3014984,86390,6.000,MAC,PVC,0.025,120.0,125.0,5.0
3015031,86431,6.000,CWW,STA,15.0,125.0,130.0,5.0
3015607,87009,5.000,CWW,STA,0.02,92.0,95.0,3.0
3015608,87010,5.000,CWW,STA,0.02,132.0,138.0,6.0
3015688,87053,4.000,CWW,STA,20.0,162.0,166.0,4.0
3015798,87101,5.000,CWW,STA,0.02,67.0,70.0,3.0
3015837,87137,4.000,CWW,STA,20.0,214.0,217.0,3.0
3015998,87231,2.000,MAC,PVC,0.01,15.0,25.0,10.0
3016174,87323,4.000,CWW,STA,20.0,171.0,175.0,4.0
3016540,87513,6.000,MAC,PVC,0.05,101.0,114.0,13.0
3016606,87548,6.000,CWW,STA,15.0,140.0,145.0,5.0
3016875,87732,6.000,CWW,STA,15.0,207.0,210.0,3.0
3016875,87733,6.000,CWW,STA,15.0,200.0,203.0,3.0
3016970,87788,4.000,CWW,STA,20.0,87.0,91.0,4.0
3016971,87789,4.000,CWW,STA,20.0,226.0,230.0,4.0
3017194,87902,5.000,CWW,STA,0.02,86.0,89.0,3.0
3017266,87942,4.000,CWW,STA,20.0,81.0,85.0,4.0
3017323,87952,6.000,CWW,STA,15.0,125.0,130.0,5.0
3017474,88012,5.000,CWW,STA,0.02,87.0,90.0,3.0
3017477,88013,5.000,CWW,STA,0.02,101.0,104.0,3.0
3017522,88030,4.000,CWW,STA,20.0,134.0,138.0,4.0
3017663,88076,6.000,CWW,STA,20.0,108.0,113.0,5.0
3017864,88164,4.000,CWW,STA,20.0,91.0,94.0,3.0
3017865,88166,4.000,CWW,STA,20.0,112.0,115.0,3.0
3017887,88177,6.000,CWW,STA,20.0,89.0,94.0,5.0
3017794,88184,6.000,CWW,STA,20.0,101.0,106.0,5.0
3017979,88212,8.000,CWW,STA,0.02,186.0,196.0,10.0
3017981,88213,6.000,CWW,STA,15.0,189.0,194.0,5.0
3017995,88220,6.000,CWW,STA,15.0,95.0,100.0,5.0
3018162,88304,6.000,CWW,STA,15.0,86.0,91.0,5.0
3018200,88322,4.000,CWW,STA,20.0,68.0,71.0,3.0
3018220,88328,4.000,CWW,STA,20.0,112.0,116.0,4.0
3018326,88384,4.000,MAC,PVC,0.01,4.0,24.7,20.0
3018327,88385,4.000,MAC,PVC,0.01,4.0,25.0,21.0
3018331,88386,2.000,MAC,PVC,0.01,4.0,6.0,2.0
3018335,88387,2.000,MAC,PVC,0.01,4.0,6.0,2.0
3018338,88388,2.000,MAC,PVC,0.01,4.0,6.0,2.0
3018340,88389,2.000,MAC,PVC,0.01,4.0,8.0,4.0
3018346,88393,2.000,MAC,PVC,0.01,4.0,8.0,4.0
3018348,88394,2.000,MAC,PVC,0.01,4.0,8.0,4.0
3018446,88430,4.000,CWW,STA,20.0,143.0,147.0,4.0
3018456,88434,4.000,CWW,STA,20.0,136.0,140.0,4.0
3018480,88451,5.000,CWW,STA,0.02,83.0,86.0,3.0
3018489,88459,5.000,CWW,STA,0.02,83.0,86.0,3.0
3018492,88461,5.000,CWW,STA,0.02,67.0,70.0,3.0
3018524,88470,6.000,MAC,PVC,0.05,100.0,110.0,10.0
3018529,88474,6.000,MAC,PVC,0.025,79.0,84.0,5.0
3018535,88476,6.000,MAC,PVC,0.025,79.0,84.0,5.0
3018572,88499,4.000,CWW,STA,20.0,67.0,70.0,3.0
3019089,88752,4.000,CWW,STA,20.0,195.0,198.0,3.0
3019158,88794,4.000,CWW,STA,20.0,159.0,162.0,3.0
3019212,88806,6.000,CWW,STA,20.0,73.0,78.0,5.0
3019214,88808,8.000,CWW,STA,25.0,102.0,112.0,10.0
3019216,88809,6.000,CWW,STA,20.0,82.0,87.0,5.0
3019217,88810,8.000,CWW,STA,25.0,148.0,158.0,10.0
3019405,88880,4.000,CWW,STA,15.0,125.0,129.0,4.0
3019602,88985,4.000,CWW,STA,15.0,113.0,117.0,4.0
3019605,88987,4.000,CWW,STA,20.0,176.0,179.0,3.0
3019629,88999,4.000,CWW,STA,20.0,150.0,153.0,3.0
3019638,89005,4.000,CWW,STA,20.0,160.0,163.0,3.0
3019659,89019,6.000,MAC,PVC,0.025,180.0,185.0,5.0
3019663,89021,6.000,CWW,STA,20.0,106.0,111.0,5.0
3019703,89045,6.000,CWW,STA,15.0,207.0,212.0,5.0
3019892,89140,5.000,CWW,STA,0.02,57.0,60.0,3.0
3019895,89141,5.000,CWW,STA,0.02,140.0,143.0,3.0
3019900,89144,5.000,CWW,STA,0.02,77.0,80.0,3.0
3019906,89148,5.000,CWW,STA,0.02,67.0,70.0,3.0
3020051,89188,5.000,CWW,STA,0.02,64.0,67.0,3.0
3020144,89239,6.000,CWW,STA,15.0,118.0,113.0,5.0
3020144,89240,6.000,CWW,STA,15.0,113.0,118.0,5.0
3020384,89386,4.000,CWW,STA,20.0,57.0,61.0,4.0
3020879,89612,6.000,CWW,STA,20.0,85.0,90.0,5.0
3021191,89745,4.000,CWW,STA,20.0,76.0,80.0,4.0
3021735,89972,2.000,PRE,PVC,0.01,4.0,14.0,10.0
3021854,90046,6.000,CWW,STA,20.0,185.0,190.0,5.0
3021961,90100,4.000,CWW,STA,20.0,174.0,178.0,4.0
3022192,90208,4.000,CWW,STA,20.0,86.0,90.0,4.0
3022278,90245,10.000,CWW,STA,0.1,85.0,115.0,30.0
3022430,90313,6.000,CWW,STA,15.0,119.0,129.0,10.0
3022431,90314,8.000,CWW,STA,30.0,79.0,89.0,10.0
3022453,90333,6.000,CWW,STA,20.0,100.0,105.0,5.0
3022809,90484,4.000,CWW,STA,20.0,73.0,76.0,3.0
3022856,90519,4.000,CWW,STA,20.0,175.0,179.0,4.0
3022894,90535,5.000,CWW,STA,0.02,62.0,65.0,3.0
3022929,90551,4.000,CWW,STA,20.0,71.0,75.0,4.0
3022943,90563,6.000,CWW,STA,20.0,74.0,79.0,5.0
3022945,90565,8.000,CWW,STA,25.0,69.0,79.0,10.0
3023237,90706,6.000,CWW,STA,15.0,169.0,174.0,5.0
3023238,90707,8.000,CWW,STA,25.0,209.0,219.0,10.0
3023264,90714,4.000,CWW,STA,20.0,89.0,93.0,4.0
3023879,90950,5.000,CWW,STA,0.02,62.0,65.0,3.0
3024002,91005,4.000,CWW,STA,20.0,218.0,222.0,4.0
526647,91027,4.000,CWW,STA,0.02,116.0,118.0,2.0
731226,91028,5.000,CWW,PVC,0.03,122.0,126.0,4.0
813452,91029,5.000,CWW,PVC,0.02,102.0,106.0,4.0
720694,91030,4.000,CWW,STA,0.02,58.0,61.0,3.0
974226,91052,4.000,CWW,STA,0.02,72.0,75.0,3.0
778560,91053,5.000,CWW,PVC,0.02,76.0,81.0,5.0
3024154,91087,5.000,CWW,STA,0.02,67.0,70.0,3.0
363539,91094,4.000,CWW,STA,0.02,47.0,49.0,2.0
244117,91095,4.000,CWW,STA,0.03,61.0,64.0,3.0
855526,91097,5.000,CWW,PVC,0.02,146.0,151.0,4.0
782138,91103,4.000,CWW,STA,0.015,82.0,86.0,4.0
813436,91129,5.000,CWW,STA,0.02,98.0,102.0,4.0
837640,91130,5.000,CWW,PVC,0.02,100.0,105.0,5.0
3024239,91131,4.000,CWW,STA,20.0,232.0,236.0,4.0
973723,91181,4.000,CWW,STA,0.02,70.0,73.0,3.0
813451,91182,5.000,CWW,PVC,0.02,62.0,66.0,4.0
778542,91183,5.000,CWW,PVC,0.02,74.0,79.5,5.0
712310,91209,5.000,MAC,PVC,0.02,71.0,75.0,4.0
3024465,91243,5.000,CWW,STA,0.02,47.0,50.0,3.0
3024775,91375,4.000,CWW,STA,20.0,105.0,109.0,4.0
3024979,91447,5.000,CWW,STA,0.015,145.0,148.0,3.0
3025079,91483,4.000,CWW,STA,20.0,139.0,143.0,4.0
3025080,91484,4.000,CWW,STA,20.0,140.0,143.0,3.0
3025095,91490,4.000,CWW,STA,20.0,117.0,121.0,4.0
3025112,91502,6.000,CWW,STA,15.0,122.0,127.0,5.0
3025133,91513,4.000,CWW,STA,20.0,162.0,166.0,4.0
3025230,91556,4.000,CWW,STA,20.0,219.0,223.0,4.0
3025467,91685,4.000,CWW,STA,20.0,61.0,65.0,4.0
3025594,91777,4.000,CWW,STA,20.0,191.0,195.0,4.0
3025599,91783,2.000,MAC,PVC,0.01,15.0,25.0,10.0
3025665,91820,5.000,CWW,STA,0.02,122.0,125.0,3.0
3025700,91838,6.000,CWW,STA,20.0,76.0,81.0,5.0
(2410,rows,affected),,,,,,
Completion,time:,2025-10-07T10:05:20.1186728-04:00,,,,,,
